target_context_score,target_organism_score,phage_origin_score,docking_support_score,solubility_no_chaperone_score,E6_5_solubility_aggregation_chaperone_score,curated_no_external_chaperone_required_strength,curated_soluble_expression_strength,global_engineering_residual_score
0.425000,0.750000,0.100000,0.447397,0.553553,0.922589,0.000000,0.000000,0.737645
0.425000,0.750000,0.100000,0.505527,0.482782,0.804636,0.000000,0.000000,0.787887
0.425000,0.750000,0.100000,0.528132,0.460431,0.767385,0.000000,0.000000,0.785446
0.425000,0.750000,0.100000,0.434730,0.543383,0.905638,0.000000,0.000000,0.806319
0.425000,0.750000,0.100000,0.471745,0.505263,0.842105,0.000000,0.000000,0.801900
0.425000,0.750000,0.100000,0.435641,0.543455,0.905759,0.000000,0.000000,0.767684
0.425000,0.750000,0.100000,0.475456,0.506000,0.843333,0.000000,0.000000,0.754112
0.425000,0.750000,0.100000,0.412211,0.552709,0.921182,0.000000,0.000000,0.805157
0.425000,0.750000,0.100000,0.488770,0.470063,0.783439,0.000000,0.000000,0.791692
0.525000,0.400000,0.650000,0.268515,0.421875,0.703125,0.000000,0.000000,0.738329
0.575000,0.750000,0.400000,0.099753,0.453571,0.755952,0.000000,0.000000,0.722274
0.525000,0.400000,0.650000,0.143828,0.565385,0.942308,0.000000,0.000000,0.637967
0.425000,0.750000,0.100000,0.442503,0.498214,0.830357,0.000000,0.000000,0.795068
0.425000,0.750000,0.100000,0.419455,0.536905,0.894841,0.000000,0.000000,0.728363
0.425000,0.750000,0.100000,0.419169,0.517616,0.862694,0.000000,0.000000,0.791503
0.425000,0.750000,0.100000,0.507153,0.430000,0.716667,0.000000,0.000000,0.783627
0.425000,0.750000,0.100000,0.396558,0.547286,0.912144,0.000000,0.000000,0.755699
0.250000,0.400000,0.100000,0.867160,0.542857,0.904762,0.000000,0.000000,0.804634
0.425000,0.750000,0.100000,0.471809,0.460509,0.767515,0.000000,0.000000,0.772812
0.425000,0.750000,0.100000,0.412030,0.530515,0.884191,0.000000,0.000000,0.722082
0.425000,0.750000,0.100000,0.434053,0.476250,0.793750,0.000000,0.000000,0.762559
0.250000,0.400000,0.100000,0.810493,0.555038,0.925064,0.000000,0.000000,0.826841
0.425000,0.750000,0.100000,0.337146,0.555061,0.925101,0.000000,0.000000,0.758169
0.250000,0.400000,0.100000,0.780628,0.566260,0.943767,0.000000,0.000000,0.834785
0.425000,0.750000,0.100000,0.392655,0.479795,0.799658,0.000000,0.000000,0.781644
0.250000,0.400000,0.100000,0.758769,0.573271,0.955452,0.000000,0.000000,0.826553
0.525000,0.400000,0.650000,0.148686,0.446053,0.743421,0.000000,0.000000,0.728341
0.425000,0.750000,0.100000,0.287357,0.555406,0.925676,0.000000,0.000000,0.791633
0.425000,0.750000,0.100000,0.313786,0.528873,0.881455,0.000000,0.000000,0.770204
0.250000,0.400000,0.100000,0.754867,0.549038,0.915064,0.000000,0.000000,0.787636
0.250000,0.400000,0.100000,0.754823,0.547436,0.912393,0.000000,0.000000,0.787183
0.250000,0.400000,0.100000,0.729823,0.574361,0.957269,0.000000,0.000000,0.767211
0.250000,0.400000,0.100000,0.772132,0.518407,0.864011,0.000000,0.000000,0.810272
0.250000,0.400000,0.100000,0.737228,0.548641,0.914402,0.000000,0.000000,0.816121
0.250000,0.400000,0.100000,0.738374,0.547309,0.912181,0.000000,0.000000,0.792740
0.250000,0.400000,0.100000,0.783134,0.526480,0.877466,0.000000,0.000000,0.691718
0.425000,0.750000,0.100000,0.375004,0.428846,0.714744,0.000000,0.000000,0.761282
0.250000,0.400000,0.100000,0.720977,0.548196,0.913660,0.000000,0.000000,0.810021
0.250000,0.400000,0.100000,0.727043,0.549038,0.915064,0.000000,0.000000,0.776462
0.250000,0.400000,0.100000,0.721213,0.539240,0.898734,0.000000,0.000000,0.784370
0.250000,0.400000,0.100000,0.674590,0.579487,0.965812,0.000000,0.000000,0.805590
0.250000,0.400000,0.100000,0.711230,0.543961,0.906602,0.000000,0.000000,0.793495
0.250000,0.400000,0.100000,0.698308,0.552062,0.920104,0.000000,0.000000,0.807317
0.250000,0.400000,0.100000,0.752142,0.490232,0.817053,0.000000,0.000000,0.831059
0.250000,0.400000,0.100000,0.739263,0.502649,0.837748,0.000000,0.000000,0.832361
0.250000,0.400000,0.100000,0.691492,0.545516,0.909193,0.000000,0.000000,0.834510
0.250000,0.400000,0.100000,0.665247,0.577734,0.962890,0.000000,0.000000,0.793742
0.250000,0.400000,0.100000,0.698553,0.549038,0.915064,0.000000,0.000000,0.771714
0.250000,0.400000,0.100000,0.686447,0.558654,0.931090,0.000000,0.000000,0.778903
0.250000,0.400000,0.100000,0.695276,0.549038,0.915064,0.000000,0.000000,0.771168
0.250000,0.400000,0.100000,0.662048,0.578299,0.963832,0.000000,0.000000,0.771960
0.250000,0.400000,0.100000,0.664378,0.557042,0.928404,0.000000,0.000000,0.839728
0.250000,0.400000,0.100000,0.659245,0.568907,0.948179,0.000000,0.000000,0.811695
0.250000,0.400000,0.100000,0.674446,0.553571,0.922618,0.000000,0.000000,0.808498
0.250000,0.400000,0.100000,0.684403,0.570186,0.950310,0.000000,0.000000,0.700148
0.250000,0.400000,0.100000,0.665447,0.568977,0.948295,0.000000,0.000000,0.773205
0.250000,0.400000,0.100000,0.694276,0.533501,0.889169,0.000000,0.000000,0.798221
0.250000,0.400000,0.100000,0.703647,0.522527,0.870879,0.000000,0.000000,0.791669
0.250000,0.400000,0.100000,0.654215,0.575214,0.958690,0.000000,0.000000,0.771595
0.250000,0.400000,0.100000,0.630373,0.593919,0.989865,0.000000,0.000000,0.776004
0.250000,0.400000,0.100000,0.641782,0.563794,0.939656,0.000000,0.000000,0.843230
0.250000,0.400000,0.100000,0.688035,0.534921,0.891535,0.000000,0.000000,0.766039
0.250000,0.400000,0.100000,0.629936,0.585631,0.976052,0.000000,0.000000,0.793645
0.250000,0.400000,0.100000,0.621046,0.590260,0.983766,0.000000,0.000000,0.801456
0.250000,0.400000,0.100000,0.670395,0.536111,0.893518,0.000000,0.000000,0.820374
0.250000,0.400000,0.100000,0.655089,0.557233,0.928722,0.000000,0.000000,0.793217
0.250000,0.400000,0.100000,0.698001,0.518422,0.864036,0.000000,0.000000,0.769653
0.250000,0.400000,0.100000,0.618493,0.580095,0.966825,0.000000,0.000000,0.838484
0.250000,0.400000,0.100000,0.673589,0.540873,0.901455,0.000000,0.000000,0.771821
0.250000,0.400000,0.100000,0.657671,0.548196,0.913660,0.000000,0.000000,0.802738
0.250000,0.400000,0.100000,0.672094,0.532829,0.888049,0.000000,0.000000,0.797606
0.250000,0.400000,0.100000,0.680169,0.514844,0.858073,0.000000,0.000000,0.824429
0.250000,0.400000,0.100000,0.639201,0.568381,0.947301,0.000000,0.000000,0.771933
0.250000,0.400000,0.100000,0.662871,0.542506,0.904177,0.000000,0.000000,0.780619
0.250000,0.400000,0.100000,0.639444,0.549614,0.916024,0.000000,0.000000,0.843640
0.250000,0.400000,0.100000,0.654429,0.552244,0.920406,0.000000,0.000000,0.771786
0.250000,0.400000,0.100000,0.639745,0.562844,0.938074,0.000000,0.000000,0.778819
0.250000,0.400000,0.100000,0.651930,0.548174,0.913624,0.000000,0.000000,0.784782
0.250000,0.400000,0.100000,0.627578,0.579851,0.966418,0.000000,0.000000,0.751695
0.250000,0.400000,0.100000,0.645276,0.556513,0.927521,0.000000,0.000000,0.766381
0.425000,0.750000,0.100000,0.252408,0.470723,0.784539,0.000000,0.000000,0.755749
0.250000,0.400000,0.100000,0.632430,0.562109,0.936849,0.000000,0.000000,0.792265
0.250000,0.400000,0.100000,0.618604,0.575214,0.958690,0.000000,0.000000,0.765660
0.250000,0.400000,0.100000,0.648538,0.527819,0.879699,0.000000,0.000000,0.829298
0.250000,0.400000,0.100000,0.638261,0.548174,0.913624,0.000000,0.000000,0.782504
0.250000,0.400000,0.100000,0.654228,0.539189,0.898649,0.000000,0.000000,0.751460
0.250000,0.400000,0.100000,0.661906,0.538383,0.897305,0.000000,0.000000,0.714689
0.250000,0.400000,0.100000,0.637904,0.549038,0.915064,0.000000,0.000000,0.761606
0.250000,0.400000,0.100000,0.640321,0.542506,0.904177,0.000000,0.000000,0.776861
0.250000,0.400000,0.100000,0.603394,0.562322,0.937204,0.000000,0.000000,0.841162
0.250000,0.400000,0.100000,0.581854,0.590759,0.984598,0.000000,0.000000,0.812464
0.250000,0.400000,0.100000,0.695520,0.475331,0.792218,0.000000,0.000000,0.817482
0.250000,0.400000,0.100000,0.635519,0.547436,0.912394,0.000000,0.000000,0.767299
0.250000,0.400000,0.100000,0.646666,0.528709,0.881181,0.000000,0.000000,0.792223
0.250000,0.400000,0.100000,0.579336,0.590759,0.984598,0.000000,0.000000,0.812045
0.250000,0.400000,0.100000,0.653382,0.542938,0.904897,0.000000,0.000000,0.706200
0.250000,0.400000,0.100000,0.628063,0.550532,0.917553,0.000000,0.000000,0.766916
0.250000,0.400000,0.100000,0.598245,0.561088,0.935146,0.000000,0.000000,0.839961
0.250000,0.400000,0.100000,0.604540,0.570576,0.950960,0.000000,0.000000,0.763498
0.250000,0.400000,0.100000,0.651952,0.525000,0.875000,0.000000,0.000000,0.755472
0.250000,0.400000,0.100000,0.607230,0.552510,0.920850,0.000000,0.000000,0.822736
0.250000,0.400000,0.100000,0.614904,0.551162,0.918604,0.000000,0.000000,0.793166
0.250000,0.400000,0.100000,0.656182,0.532003,0.886672,0.000000,0.000000,0.700361
0.250000,0.400000,0.100000,0.616995,0.539848,0.899746,0.000000,0.000000,0.819048
0.250000,0.400000,0.100000,0.634402,0.535653,0.892755,0.000000,0.000000,0.763840
0.250000,0.400000,0.100000,0.576785,0.585898,0.976496,0.000000,0.000000,0.791070
0.250000,0.400000,0.100000,0.594582,0.575214,0.958690,0.000000,0.000000,0.761656
0.250000,0.400000,0.100000,0.618293,0.560965,0.934941,0.000000,0.000000,0.721372
0.250000,0.400000,0.100000,0.605638,0.565493,0.942488,0.000000,0.000000,0.752465
0.250000,0.400000,0.100000,0.680515,0.471429,0.785715,0.000000,0.000000,0.827296
0.250000,0.400000,0.100000,0.582802,0.564473,0.940789,0.000000,0.000000,0.843066
0.250000,0.400000,0.100000,0.620466,0.563199,0.938665,0.000000,0.000000,0.687551
0.250000,0.400000,0.100000,0.597682,0.552510,0.920850,0.000000,0.000000,0.821144
0.250000,0.400000,0.100000,0.602759,0.543293,0.905488,0.000000,0.000000,0.834299
0.250000,0.400000,0.100000,0.590720,0.563924,0.939874,0.000000,0.000000,0.795622
0.250000,0.400000,0.100000,0.607861,0.552244,0.920406,0.000000,0.000000,0.764025
0.250000,0.400000,0.100000,0.665596,0.480298,0.800497,0.000000,0.000000,0.813875
0.250000,0.400000,0.100000,0.644849,0.533571,0.889285,0.000000,0.000000,0.682241
0.250000,0.400000,0.100000,0.607170,0.536111,0.893518,0.000000,0.000000,0.809837
0.250000,0.400000,0.100000,0.628748,0.512582,0.854304,0.000000,0.000000,0.816701
0.250000,0.400000,0.100000,0.617119,0.530921,0.884868,0.000000,0.000000,0.787913
0.250000,0.400000,0.100000,0.694375,0.448515,0.747525,0.000000,0.000000,0.808372
0.250000,0.400000,0.100000,0.598152,0.557189,0.928649,0.000000,0.000000,0.755447
0.250000,0.400000,0.100000,0.553913,0.592837,0.988061,0.000000,0.000000,0.789185
0.250000,0.400000,0.100000,0.565245,0.574570,0.957616,0.000000,0.000000,0.807405
0.250000,0.400000,0.100000,0.596143,0.539901,0.899835,0.000000,0.000000,0.818856
0.250000,0.400000,0.100000,0.654309,0.507466,0.845776,0.000000,0.000000,0.714965
0.250000,0.400000,0.100000,0.566947,0.586201,0.977002,0.000000,0.000000,0.746622
0.250000,0.400000,0.100000,0.571655,0.560194,0.933657,0.000000,0.000000,0.828745
0.250000,0.400000,0.100000,0.584195,0.565493,0.942488,0.000000,0.000000,0.748892
0.250000,0.400000,0.100000,0.596977,0.549038,0.915064,0.000000,0.000000,0.761321
0.250000,0.400000,0.100000,0.538616,0.583142,0.971903,0.000000,0.000000,0.847423
0.250000,0.400000,0.100000,0.545446,0.590598,0.984330,0.000000,0.000000,0.787152
0.250000,0.400000,0.100000,0.609561,0.517347,0.862245,0.000000,0.000000,0.819893
0.250000,0.400000,0.100000,0.559235,0.573109,0.955182,0.000000,0.000000,0.796194
0.250000,0.400000,0.100000,0.580397,0.546527,0.910879,0.000000,0.000000,0.816275
0.250000,0.400000,0.100000,0.619207,0.511539,0.852565,0.000000,0.000000,0.797419
0.250000,0.400000,0.100000,0.574029,0.550000,0.916666,0.000000,0.000000,0.822714
0.250000,0.400000,0.100000,0.609861,0.528968,0.881614,0.000000,0.000000,0.757893
0.250000,0.400000,0.100000,0.599778,0.523097,0.871828,0.000000,0.000000,0.819859
0.250000,0.400000,0.100000,0.614272,0.524060,0.873434,0.000000,0.000000,0.757265
0.250000,0.400000,0.100000,0.593679,0.544841,0.908069,0.000000,0.000000,0.753069
0.250000,0.400000,0.100000,0.576700,0.544267,0.907111,0.000000,0.000000,0.818625
0.250000,0.400000,0.100000,0.577160,0.540625,0.901041,0.000000,0.000000,0.829292
0.250000,0.400000,0.100000,0.566326,0.569463,0.949105,0.000000,0.000000,0.756820
0.250000,0.400000,0.100000,0.595185,0.536905,0.894841,0.000000,0.000000,0.757651
0.250000,0.400000,0.100000,0.577352,0.553846,0.923077,0.000000,0.000000,0.759385
0.250000,0.400000,0.100000,0.551076,0.562946,0.938244,0.000000,0.000000,0.827550
0.250000,0.400000,0.100000,0.617741,0.524294,0.873823,0.000000,0.000000,0.715342
0.250000,0.400000,0.100000,0.635519,0.482782,0.804636,0.000000,0.000000,0.809552
0.250000,0.400000,0.100000,0.636511,0.480298,0.800497,0.000000,0.000000,0.809027
0.250000,0.400000,0.100000,0.554732,0.575214,0.958690,0.000000,0.000000,0.755015
0.250000,0.400000,0.100000,0.596919,0.528261,0.880435,0.000000,0.000000,0.774003
0.250000,0.400000,0.100000,0.560233,0.552510,0.920850,0.000000,0.000000,0.814903
0.250000,0.400000,0.100000,0.608026,0.505133,0.841888,0.000000,0.000000,0.811178
0.250000,0.400000,0.100000,0.597512,0.527820,0.879700,0.000000,0.000000,0.755516
0.250000,0.400000,0.100000,0.563339,0.550000,0.916667,0.000000,0.000000,0.800589
0.250000,0.400000,0.100000,0.540355,0.565909,0.943181,0.000000,0.000000,0.828057
0.250000,0.400000,0.100000,0.585990,0.548540,0.914234,0.000000,0.000000,0.711067
0.250000,0.400000,0.100000,0.540360,0.562237,0.937062,0.000000,0.000000,0.833900
0.250000,0.400000,0.100000,0.551241,0.550862,0.918104,0.000000,0.000000,0.831084
0.250000,0.400000,0.100000,0.553397,0.552510,0.920850,0.000000,0.000000,0.813763
0.250000,0.400000,0.100000,0.555270,0.556991,0.928318,0.000000,0.000000,0.784846
0.250000,0.400000,0.100000,0.533598,0.586847,0.978079,0.000000,0.000000,0.751129
0.250000,0.400000,0.100000,0.516745,0.587204,0.978673,0.000000,0.000000,0.816965
0.250000,0.400000,0.100000,0.541345,0.571349,0.952248,0.000000,0.000000,0.781122
0.250000,0.400000,0.100000,0.520603,0.580095,0.966825,0.000000,0.000000,0.825437
0.250000,0.400000,0.100000,0.580634,0.525000,0.875000,0.000000,0.000000,0.802328
0.250000,0.400000,0.100000,0.581037,0.536905,0.894841,0.000000,0.000000,0.746960
0.250000,0.400000,0.100000,0.552491,0.547059,0.911765,0.000000,0.000000,0.820431
0.250000,0.400000,0.100000,0.587342,0.525379,0.875632,0.000000,0.000000,0.766215
0.250000,0.400000,0.100000,0.575437,0.535534,0.892557,0.000000,0.000000,0.768522
0.250000,0.400000,0.100000,0.536907,0.565705,0.942841,0.000000,0.000000,0.800546
0.250000,0.400000,0.100000,0.583892,0.530161,0.883601,0.000000,0.000000,0.748831
0.250000,0.400000,0.100000,0.557220,0.548492,0.914153,0.000000,0.000000,0.781013
0.250000,0.400000,0.100000,0.562773,0.542876,0.904793,0.000000,0.000000,0.780379
0.250000,0.400000,0.100000,0.571063,0.540873,0.901455,0.000000,0.000000,0.748197
0.250000,0.400000,0.100000,0.508828,0.584360,0.973933,0.000000,0.000000,0.821392
0.250000,0.400000,0.100000,0.593830,0.500719,0.834532,0.000000,0.000000,0.814449
0.250000,0.400000,0.100000,0.515075,0.586790,0.977983,0.000000,0.000000,0.778091
0.250000,0.400000,0.100000,0.566091,0.525000,0.875000,0.000000,0.000000,0.819839
0.250000,0.400000,0.100000,0.572107,0.528709,0.881181,0.000000,0.000000,0.779796
0.250000,0.400000,0.100000,0.560163,0.545833,0.909722,0.000000,0.000000,0.754295
0.250000,0.400000,0.100000,0.578914,0.544660,0.907767,0.000000,0.000000,0.682666
0.250000,0.400000,0.100000,0.569018,0.519643,0.866071,0.000000,0.000000,0.822106
0.250000,0.400000,0.100000,0.597677,0.494595,0.824325,0.000000,0.000000,0.799990
0.250000,0.400000,0.100000,0.563151,0.538810,0.898017,0.000000,0.000000,0.761175
0.250000,0.400000,0.100000,0.556182,0.547436,0.912393,0.000000,0.000000,0.754076
0.250000,0.400000,0.100000,0.517412,0.586517,0.977528,0.000000,0.000000,0.751934
0.250000,0.400000,0.100000,0.501967,0.581467,0.969112,0.000000,0.000000,0.832843
0.250000,0.400000,0.100000,0.528605,0.575214,0.958690,0.000000,0.000000,0.750660
0.250000,0.400000,0.100000,0.541736,0.544133,0.906888,0.000000,0.000000,0.820767
0.250000,0.400000,0.100000,0.544808,0.547275,0.912125,0.000000,0.000000,0.786940
0.250000,0.400000,0.100000,0.499051,0.583649,0.972748,0.000000,0.000000,0.819565
0.250000,0.400000,0.100000,0.551918,0.543899,0.906498,0.000000,0.000000,0.763984
0.250000,0.400000,0.100000,0.533190,0.565236,0.942060,0.000000,0.000000,0.748653
0.250000,0.400000,0.100000,0.569897,0.527819,0.879699,0.000000,0.000000,0.750913
0.250000,0.400000,0.100000,0.532238,0.551315,0.918859,0.000000,0.000000,0.805984
0.250000,0.400000,0.100000,0.566313,0.514286,0.857143,0.000000,0.000000,0.816900
0.250000,0.400000,0.100000,0.502700,0.585898,0.976496,0.000000,0.000000,0.778722
0.250000,0.400000,0.100000,0.546220,0.548809,0.914682,0.000000,0.000000,0.752797
0.250000,0.400000,0.100000,0.576092,0.504061,0.840102,0.000000,0.000000,0.810624
0.250000,0.400000,0.100000,0.524350,0.568270,0.947116,0.000000,0.000000,0.754558
0.250000,0.400000,0.100000,0.507382,0.581707,0.969512,0.000000,0.000000,0.768535
0.250000,0.400000,0.100000,0.544929,0.547436,0.912394,0.000000,0.000000,0.752201
0.250000,0.400000,0.100000,0.544987,0.545833,0.909722,0.000000,0.000000,0.751765
0.250000,0.400000,0.100000,0.497401,0.575176,0.958627,0.000000,0.000000,0.823799
0.250000,0.400000,0.100000,0.536193,0.555580,0.925966,0.000000,0.000000,0.744674
0.250000,0.400000,0.100000,0.542265,0.532394,0.887324,0.000000,0.000000,0.812530
0.250000,0.400000,0.100000,0.526218,0.545320,0.908867,0.000000,0.000000,0.822106
0.250000,0.400000,0.100000,0.586300,0.500254,0.833756,0.000000,0.000000,0.754323
0.250000,0.400000,0.100000,0.548119,0.540873,0.901455,0.000000,0.000000,0.744373
0.250000,0.400000,0.100000,0.543524,0.544841,0.908069,0.000000,0.000000,0.744710
0.250000,0.400000,0.100000,0.501652,0.577351,0.962251,0.000000,0.000000,0.776173
0.250000,0.400000,0.100000,0.519459,0.550000,0.916667,0.000000,0.000000,0.813619
0.250000,0.400000,0.100000,0.510056,0.575214,0.958690,0.000000,0.000000,0.747569
0.250000,0.400000,0.100000,0.525579,0.542958,0.904930,0.000000,0.000000,0.812683
0.250000,0.400000,0.100000,0.538135,0.545833,0.909722,0.000000,0.000000,0.750623
0.250000,0.400000,0.100000,0.517547,0.558914,0.931524,0.000000,0.000000,0.779094
0.250000,0.400000,0.100000,0.525436,0.551028,0.918380,0.000000,0.000000,0.778218
0.250000,0.400000,0.100000,0.531274,0.553553,0.922589,0.000000,0.000000,0.743291
0.250000,0.400000,0.100000,0.527957,0.546597,0.910995,0.000000,0.000000,0.783943
0.250000,0.400000,0.100000,0.545910,0.525000,0.875000,0.000000,0.000000,0.796541
0.250000,0.400000,0.100000,0.515591,0.552510,0.920850,0.000000,0.000000,0.807462
0.250000,0.400000,0.100000,0.543904,0.523077,0.871795,0.000000,0.000000,0.810541
0.250000,0.400000,0.100000,0.539831,0.542857,0.904762,0.000000,0.000000,0.741746
0.250000,0.400000,0.100000,0.520918,0.556250,0.927083,0.000000,0.000000,0.763719
0.250000,0.400000,0.100000,0.518993,0.544480,0.907467,0.000000,0.000000,0.815603
0.250000,0.400000,0.100000,0.464054,0.596512,0.994186,0.000000,0.000000,0.820573
0.250000,0.400000,0.100000,0.558066,0.511539,0.852565,0.000000,0.000000,0.783961
0.250000,0.400000,0.100000,0.486120,0.593111,0.988518,0.000000,0.000000,0.744956
0.250000,0.400000,0.100000,0.532413,0.543059,0.905099,0.000000,0.000000,0.757232
0.250000,0.400000,0.100000,0.571841,0.507143,0.845239,0.000000,0.000000,0.737160
0.250000,0.400000,0.100000,0.595658,0.467881,0.779801,0.000000,0.000000,0.798769
0.250000,0.400000,0.100000,0.496314,0.560714,0.934524,0.000000,0.000000,0.821398
0.250000,0.400000,0.100000,0.550625,0.510100,0.850166,0.000000,0.000000,0.802991
0.250000,0.400000,0.100000,0.480172,0.577251,0.962085,0.000000,0.000000,0.814641
0.250000,0.400000,0.100000,0.481737,0.574616,0.957693,0.000000,0.000000,0.817764
0.250000,0.400000,0.100000,0.505564,0.552344,0.920573,0.000000,0.000000,0.809013
0.250000,0.400000,0.100000,0.623679,0.437038,0.728396,0.000000,0.000000,0.791604
0.250000,0.400000,0.100000,0.531423,0.535942,0.893236,0.000000,0.000000,0.758358
0.250000,0.400000,0.100000,0.508630,0.560714,0.934524,0.000000,0.000000,0.749839
0.250000,0.400000,0.100000,0.485358,0.563298,0.938830,0.000000,0.000000,0.830093
0.250000,0.400000,0.100000,0.493223,0.561685,0.936141,0.000000,0.000000,0.804486
0.250000,0.400000,0.100000,0.519619,0.549038,0.915064,0.000000,0.000000,0.748428
0.250000,0.400000,0.100000,0.467013,0.596629,0.994382,0.000000,0.000000,0.767422
0.250000,0.400000,0.100000,0.577720,0.477814,0.796357,0.000000,0.000000,0.798539
0.250000,0.400000,0.100000,0.481977,0.590357,0.983929,0.000000,0.000000,0.725282
0.250000,0.400000,0.100000,0.526432,0.540977,0.901629,0.000000,0.000000,0.738991
0.250000,0.400000,0.100000,0.526814,0.525000,0.875000,0.000000,0.000000,0.799894
0.250000,0.400000,0.100000,0.507443,0.553361,0.922269,0.000000,0.000000,0.762142
0.250000,0.400000,0.100000,0.521180,0.544841,0.908069,0.000000,0.000000,0.740986
0.250000,0.400000,0.100000,0.506200,0.585227,0.975379,0.000000,0.000000,0.638678
0.250000,0.400000,0.100000,0.545759,0.505132,0.841887,0.000000,0.000000,0.800801
0.250000,0.400000,0.100000,0.496841,0.550240,0.917067,0.000000,0.000000,0.810243
0.250000,0.400000,0.100000,0.574576,0.475145,0.791908,0.000000,0.000000,0.799071
0.250000,0.400000,0.100000,0.538961,0.512195,0.853659,0.000000,0.000000,0.793296
0.250000,0.400000,0.100000,0.517837,0.528874,0.881456,0.000000,0.000000,0.804212
0.250000,0.400000,0.100000,0.534552,0.509005,0.848341,0.000000,0.000000,0.813407
0.250000,0.400000,0.100000,0.473984,0.579487,0.965812,0.000000,0.000000,0.772156
0.250000,0.400000,0.100000,0.503575,0.555457,0.925761,0.000000,0.000000,0.747536
0.250000,0.400000,0.100000,0.516773,0.528874,0.881456,0.000000,0.000000,0.800767
0.250000,0.400000,0.100000,0.478920,0.563843,0.939739,0.000000,0.000000,0.811035
0.250000,0.400000,0.100000,0.498058,0.557683,0.929472,0.000000,0.000000,0.753771
0.250000,0.400000,0.100000,0.518208,0.540873,0.901455,0.000000,0.000000,0.739388
0.250000,0.400000,0.100000,0.526700,0.515278,0.858796,0.000000,0.000000,0.806978
0.250000,0.400000,0.100000,0.477760,0.562947,0.938245,0.000000,0.000000,0.805527
0.250000,0.400000,0.100000,0.503407,0.535916,0.893193,0.000000,0.000000,0.807031
0.250000,0.400000,0.100000,0.494926,0.559091,0.931819,0.000000,0.000000,0.747105
0.250000,0.400000,0.100000,0.547020,0.494225,0.823708,0.000000,0.000000,0.794713
0.250000,0.400000,0.100000,0.573212,0.466770,0.777950,0.000000,0.000000,0.796517
0.250000,0.400000,0.100000,0.497698,0.548196,0.913660,0.000000,0.000000,0.772808
0.250000,0.400000,0.100000,0.485519,0.562181,0.936969,0.000000,0.000000,0.760937
0.250000,0.400000,0.100000,0.518053,0.534921,0.891535,0.000000,0.000000,0.737709
0.250000,0.400000,0.100000,0.587625,0.464714,0.774524,0.000000,0.000000,0.739606
0.250000,0.400000,0.100000,0.515366,0.519697,0.866161,0.000000,0.000000,0.806317
0.250000,0.400000,0.100000,0.463650,0.586517,0.977528,0.000000,0.000000,0.742974
0.250000,0.400000,0.100000,0.480066,0.550862,0.918104,0.000000,0.000000,0.819221
0.250000,0.400000,0.100000,0.462912,0.582836,0.971393,0.000000,0.000000,0.758495
0.250000,0.400000,0.100000,0.496356,0.548174,0.913624,0.000000,0.000000,0.758853
0.250000,0.400000,0.100000,0.549890,0.482143,0.803571,0.000000,0.000000,0.808502
0.250000,0.400000,0.100000,0.504735,0.552656,0.921093,0.000000,0.000000,0.707001
0.250000,0.400000,0.100000,0.578840,0.456521,0.760869,0.000000,0.000000,0.794608
0.250000,0.400000,0.100000,0.497563,0.543410,0.905684,0.000000,0.000000,0.771456
0.250000,0.400000,0.100000,0.506155,0.534890,0.891483,0.000000,0.000000,0.770521
0.250000,0.400000,0.100000,0.445053,0.587204,0.978673,0.000000,0.000000,0.805016
0.250000,0.400000,0.100000,0.472825,0.575214,0.958690,0.000000,0.000000,0.741364
0.250000,0.400000,0.100000,0.507799,0.540873,0.901455,0.000000,0.000000,0.737653
0.250000,0.400000,0.100000,0.457059,0.575197,0.958661,0.000000,0.000000,0.802212
0.250000,0.400000,0.100000,0.548123,0.487748,0.812914,0.000000,0.000000,0.786562
0.250000,0.400000,0.100000,0.483344,0.555928,0.926546,0.000000,0.000000,0.768969
0.250000,0.400000,0.100000,0.548076,0.483871,0.806452,0.000000,0.000000,0.797078
0.250000,0.400000,0.100000,0.452587,0.576540,0.960900,0.000000,0.000000,0.806578
0.250000,0.400000,0.100000,0.517295,0.521312,0.868853,0.000000,0.000000,0.768606
0.250000,0.400000,0.100000,0.567026,0.465397,0.775662,0.000000,0.000000,0.793308
0.250000,0.400000,0.100000,0.492101,0.532759,0.887931,0.000000,0.000000,0.816198
0.250000,0.400000,0.100000,0.489009,0.541592,0.902654,0.000000,0.000000,0.793137
0.250000,0.400000,0.100000,0.488947,0.539868,0.899780,0.000000,0.000000,0.799183
0.250000,0.400000,0.100000,0.455997,0.582836,0.971393,0.000000,0.000000,0.757343
0.250000,0.400000,0.100000,0.426310,0.594478,0.990797,0.000000,0.000000,0.827116
0.250000,0.400000,0.100000,0.560377,0.465789,0.776315,0.000000,0.000000,0.802439
0.250000,0.400000,0.100000,0.496986,0.544841,0.908069,0.000000,0.000000,0.736954
0.250000,0.400000,0.100000,0.488933,0.550546,0.917576,0.000000,0.000000,0.745202
0.250000,0.400000,0.100000,0.517290,0.519290,0.865483,0.000000,0.000000,0.756443
0.250000,0.400000,0.100000,0.462405,0.570940,0.951567,0.000000,0.000000,0.767852
0.250000,0.400000,0.100000,0.564027,0.451186,0.751977,0.000000,0.000000,0.839677
0.250000,0.400000,0.100000,0.498048,0.534116,0.890193,0.000000,0.000000,0.768955
0.250000,0.400000,0.100000,0.491624,0.546826,0.911376,0.000000,0.000000,0.743147
